stateid,ccode,country,electionid,year,mmdd,types,notes,nelda1,nelda1notes,nelda2,nelda2notes,nelda3,nelda3notes,nelda4,nelda4notes,nelda5,nelda5notes,nelda6,nelda6notes,nelda7,nelda7notes,nelda8,nelda8notes,nelda9,nelda9notes,nelda10,nelda10notes,nelda11,nelda11notes,nelda12,nelda12notes,nelda13,nelda13notes,nelda14,nelda14notes,nelda15,nelda15notes,nelda16,nelda16notes,nelda17,nelda17notes,nelda18,nelda18notes,nelda19,nelda19notes,nelda20,nelda20notes,nelda21,nelda21notes,nelda22,nelda22notes,nelda23,nelda23notes,nelda24,nelda24notes,nelda25,nelda25notes,nelda26,nelda26notes,nelda27,nelda27notes,nelda28,nelda28notes,nelda29,nelda29notes,nelda30,nelda30notes,nelda31,nelda31notes,nelda32,nelda32notes,nelda33,nelda33notes,nelda34,nelda34notes,nelda35,nelda35notes,nelda36,nelda36notes,nelda37,nelda37notes,nelda38,nelda38notes,nelda39,nelda39notes,nelda40,nelda40notes,nelda41,nelda41notes,nelda42,nelda42notes,nelda43,nelda43notes,nelda44,nelda44notes,nelda45,nelda45notes,nelda46,nelda46notes,nelda47,nelda47notes,nelda48,nelda48notes,nelda49,nelda49notes,nelda50,nelda50notes,nelda51,nelda51notes,nelda52,nelda52notes,nelda53,nelda53notes,nelda54,nelda54notes,nelda55,nelda55notes,nelda56,nelda56notes,nelda57,nelda57notes,nelda58,nelda58notes
MAC,343,Macedonia (FYROM),343-1994-1016-L2,1994,1030,Legislative/Parliamentary,Second Round. Another round of voting for 10 seats that were not decided by this election was held in November.,yes,First elections post-indp.,yes,,yes,,yes,,yes,,N/A,,no,,no,,no,,no,,yes,The major opposition parties after the first round alleged that there was widespread electoral fraud.,yes,,no,,yes,The IMRO-DPMNU boycotted following the first round.,no,,no,,no,"National product real growth rate: -15%, Inflation rate (consumers): 54%. (Theodora)",yes,,yes,"The World Bank and the International Monetary Fund (IMF) had approved loans to Macedonia, according to reports on Feb. 10 and 15 respectively. The World Bank had approved some US$80,000,000, and the IMF some $17,000,000.",yes,,yes,,N/A,,N/A,,no,(Note: Alliance for Macedonia are the incumbents from last election under a different name). Repeat elections to 10 unfilled seats in the 120-member Sobranje (National Assembly -the unicameral legislature) took place on Nov. 13. Turnout was 77.,yes,"According to the results, of the total number of the citizens encompassed in the poll, 527 supported the Alliance for Macedonia, which is 53.5%, while 116 supported the Democratic Party, which is 11 .8%. In this poll, 81 citizens supported the",yes,,no,"At the end of the second and third round, the IMRO-DPMNU received only 1 seat between them.",yes,widespread calls by opposition for a boycott of the second round (fraud was alleged).,yes,,yes,,no,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Crvenkovski,,Crvenkovski,,yes,CSCE,yes,,unclear,,no,,no,,yes,,no,,no,,yes,,eu,,no,,no,,no,,no,
MAC,343,Macedonia (FYROM),343-1994-1016-P1,1994,1016,Executive,,yes,First elections post-indp.,yes,,yes,,yes,,yes,,N/A,,N/A,,N/A,,N/A,,no,,unclear,,yes,"The results from the public opinion poll, which has been conducted by Data Press agency right before the holding of the presidential elections, show that Kiro Gligorov is in a convincing lead before the candidate from VMRO-DPMNE, Ljubisa Georgi",no,only one opposition leader contested the election,no,,no,,no,,no,"National product real growth rate: -15%, Inflation rate (consumers): 54%. (Theodora)",yes,,yes,"The World Bank and the International Monetary Fund (IMF) had approved loans to Macedonia, according to reports on Feb. 10 and 15 respectively. The World Bank had approved some US$80,000,000, and the IMF some $17,000,000.",no,,N/A,,N/A,,N/A,,no,Gligorov of the Alliance for Macedonia was reelected convincingly with 78.4% of the valid votes cast. (Europa),yes,"The results from the public opinion poll, which has been conducted by Data Press agency right before the holding of the presidential elections, show that Kiro Gligorov is in a convincing lead before the candidate from VMRO-DPMNE, Ljubisa Georgi",yes,,no,,yes,Both the presidential poll and the simultaneous legislative elections were tainted by allegations of ballot rigging.�(Keesing's),yes,"after the first round but before the second, which was a fairly irrelevant round that did not influence the election results",yes,,no,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Crvenkovski,,Crvenkovski,,yes,CSCE,yes,,unclear,,no,,no,,yes,,no,,no,,yes,,eu,,no,,no,,no,,no,
MAC,343,Macedonia (FYROM),343-1994-1016-P2,1994,1030,Executive,Irregularities prompted the State Electoral Commission to order a repeat of the presidential poll in 11 constituencies on Oct. 30.�,yes,First elections post-indp.,yes,,yes,,yes,,yes,,N/A,,N/A,,N/A,,N/A,,no,,unclear,,yes,"The results from the public opinion poll, which has been conducted by Data Press agency right before the holding of the presidential elections, show that Kiro Gligorov is in a convincing lead before the candidate from VMRO-DPMNE, Ljubisa Georgi",no,only one opposition leader contested the election,no,,no,,no,,no,"National product real growth rate: -15%, Inflation rate (consumers): 54%. (Theodora)",yes,,yes,"The World Bank and the International Monetary Fund (IMF) had approved loans to Macedonia, according to reports on Feb. 10 and 15 respectively. The World Bank had approved some US$80,000,000, and the IMF some $17,000,000/",no,,N/A,,N/A,,N/A,,no,Gligorov of the Alliance for Macedonia was reelected convincingly with 78.4% of the valid votes cast. (Europa),yes,"The results from the public opinion poll, which has been conducted by Data Press agency right before the holding of the presidential elections, show that Kiro Gligorov is in a convincing lead before the candidate from VMRO-DPMNE, Ljubisa Georgi",yes,,no,,yes,Both the presidential poll and the simultaneous legislative elections were tainted by allegations of ballot rigging.�(Keesing's),yes,"after the first round but before the second, which was a fairly irrelevant round that did not influence the election results",yes,,no,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,crvenkovski,,crvenkovski,,yes,CSCE,yes,,unclear,,no,,no,,yes,,no,,no,,yes,,eu,,no,,no,,no,,no,
MAC,343,Macedonia (FYROM),343-1998-1018-L1,1998,1018,Legislative/Parliamentary,first round,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,unclear,,unclear,,no,,no,,no,,no,,no,The economy slowly rebounded in 1996-97 after years of recession. GDP - real growth rate 1.5% (1997 est.) (Theodora),no,,yes,Example: The World Bank announced on Feb. 17 that it would award Macedonia a loan of US$35 million to modernise six power plants. The plants produced 91 percent of the country's electricity.� (Keesing's),yes,,yes,,N/A,,N/A,,yes,,unclear,,unclear,,yes,"In the elections to the Sobranje (the unicameral legislature) the coalition of the nationalist Internal Macedonian Revolutionary Organisation-Democratic Party for Macedonian National Unity (VMRO-DPMNE), led by Ljubco Georgievski.",unclear,The losing former governing party (SDAM) made some statements to the effect that the elections had not been conducted fairly.,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Crvenkovski,,Georgievski,,yes,From Council of Europe,yes,,no,"The first round of Macedonian parliamentary elections, on Sunday, took place in a generally satisfactory manner, though many voter identification cards were not distributed in time, a team of observers said today.",no,,no,,yes,,no,,no,,yes,"NATO extraction force, UN Protection force present to deal with regional troubles.","eu, nato, un protection force",,no,,no,,no,,no,
MAC,343,Macedonia (FYROM),343-1998-1018-L2,1998,1101,Legislative/Parliamentary,Second Round. Another round of voting for a few unfilled seats that were not decided by this election was held in November.,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,unclear,,unclear,,no,,no,,no,,no,,no,The economy slowly rebounded in 1996-97 after years of recession. GDP - real growth rate 1.5% (1997 est.) (Theodora),no,,yes,Example: The World Bank announced on Feb. 17 that it would award Macedonia a loan of US$35 million to modernise six power plants. The plants produced 91 percent of the country's electricity.� (Keesing's),yes,,yes,,N/A,,N/A,,yes,,unclear,,unclear,,yes,"In the elections to the Sobranje (the unicameral legislature) the coalition of the nationalist Internal Macedonian Revolutionary Organisation-Democratic Party for Macedonian National Unity (VMRO-DPMNE), led by Ljubco Georgievski.",unclear,The losing former governing party (SDAM) made some statements to the effect that the elections had not been conducted fairly.,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Crvenkovski,,Georgievski,,yes,From Council of Europe,yes,,no,"The first round of Macedonian parliamentary elections, on Sunday, took place in a generally satisfactory manner, though many voter identification cards were not distributed in time, a team of observers said today.",no,,no,,yes,,no,,no,,yes,"NATO extraction force, UN Protection force present to deal with regional troubles.","eu, nato, un protection force",,no,,no,,no,,no,
MAC,343,Macedonia (FYROM),343-1999-1031-P1,1999,1031,Executive,first round,no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,unclear,,unclear,,no,,no,,no,,no,,no,"GDP�real growth rate: 4.5% (1998 est.), 2.5% in 1999, an improvement over past years. but 30% unemployment (mostly furloughee's) (Theodora).",no,,yes,,no,"the Prime Minister, not the president, is the leader per Goeman's",N/A,,N/A,,N/A,,yes,,yes,,no,"None of the six candidates -- three from the opposition and three from the government coalition -- is expected to win a majority of votes. As such, a run-off on November 14 seems inevitable. ",yes,"Boris Trajkovski, of the nationalist Internal Macedonian Revolutionary Organisation-Democratic Party for Macedonian National Unity (VMRO-DPMNE), the main force in the centre-right ruling coalition, defeated Tito Petkovski.",yes,SDAM (also spelled SDSM) claimed serious irregularities had taken place.,yes,"The results of the presidential elections were discussed in Macedonia today, while post-election protests are continuing in Skopje. According to news just in, around 40,000 people are currently taking part in a protest rally in Skopje. ",yes,,no,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Georgievski,,Georgievski,,yes,OSCE,yes,,yes,"The Organization for Security and Cooperation in Europe (OSCE), which monitored the elections, said the process had been generally satisfactory but noted concerns over extremely high voter turnout figures in some districts. ",no,,no,,yes,,no,,no,,yes,,"eu, nato, un security forces",,no,,no,,no,,no,
MAC,343,Macedonia (FYROM),343-1999-1031-P2,1999,1114,Executive,second round. There was a revote in 230 polling stations on Dec 5 due to voting irregularities.,no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,unclear,,unclear,,no,,no,,no,,no,,no,"GDP�real growth rate: 4.5% (1998 est.), 2.5% in 1999, an improvement over past years. but 30% unemployment (mostly furloughee's) (Theodora).",no,,yes,,no,"per Goeman's, the leader is the Prime Minister, not the President",N/A,,N/A,,N/A,,yes,,yes,,no,"None of the six candidates -- three from the opposition and three from the government coalition -- is expected to win a majority of votes. As such, a run-off on November 14 seems inevitable. ",yes,"Boris Trajkovski, of the nationalist Internal Macedonian Revolutionary Organisation-Democratic Party for Macedonian National Unity (VMRO-DPMNE), the main force in the centre-right ruling coalition, defeated Tito Petkovski.",yes,SDAM (also spelled SDSM) claimed serious irregularities had taken place.,yes,"The results of the presidential elections were discussed in Macedonia today, while post-election protests are continuing in Skopje. According to news just in, around 40,000 people are currently taking part in a protest rally in Skopje. ",yes,,no,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Georgievski,,Georgievski,,yes,OSCE,yes,,yes,"The Organization for Security and Cooperation in Europe (OSCE), which monitored the elections, said the process had been generally satisfactory but noted concerns over extremely high voter turnout figures in some districts. ",no,,no,,yes,,no,,no,,yes,,"eu, nato, un security forces",,no,,no,,no,,no,
MAC,343,Macedonia (FYROM),343-2002-0915-L1,2002,915,Legislative/Parliamentary,Macedonia Coalition makes significant gains and becomes the majority party in the Assembly while the VMRO-DPMNE (incumbent's party) loses its majority,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,no,,no,,no,0.9% growth,no,,yes,"European Comission, USA, WB",yes,,yes,,N/A,,N/A,,yes,VMRO-DPMNE wins 33 seats and loses its majority in the house because the Macedonia Coalition wins 60 seats,no,,N/A,,yes,Macedonia Coalition (opposition party) wins 60 seats and forms the majority in the house,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Georgievski,,Crvenkovski,,yes,,yes,,no,,no,,no,,yes,,no,,no,,yes,,"un, european comission, wb, usa",,no,,no,,no,,no,
MAC,343,Macedonia (FYROM),343-2004-0414-P1,2004,414,Executive,,no,,no,,yes,,yes,,yes,,yes,"early, due to the death of Pres. Trajkovski in a plane crash.",N/A,,N/A,,no,,no,,unclear,Albanian allegations of possible unfairness were made (PDA party).,unclear,,no,,no,,no,,no,,no,"Growth barely recovered in 2002 to 0.9%, then rose to 2.8% in 2003. Unemployment at one-third of the workforce remains the most critical economic problem. The gray economy is estimated at around 40% of GDP. Politically, the country is more stab",no,,yes,,no,,N/A,"These elections were not for the post of the incumbent (PM), but Crvenkovski did decide to run in the elections for president, a victory for Crvenkovski would result in a change in the incumbent.",N/A,,N/A,,yes,"The elections were held over two rounds on April 14 and April 28 and resulted in victory for Branko Crvenkovski, who had served as Prime Minister since November 2002 [see p. 45110] and was leader of the ruling Social Democratic Alliance for Macedonia",yes,,yes,"Four candidates -- two Macedonians and two ethnic Albanians -- will take part in Macedonia's presidential race on Wednesday to succeed Boris Trajkovski, whose tragic death in a plane crash in February has deeply shaken the country. ",yes,,yes,"Following the second round of voting on April 28, leaders of the opposition conservative VMRO-DPMNE called for election officials to annul the vote, claiming that turnout had not been above the 50 per cent mark required to validate an election.",yes,"Skopje, 29 April: Supporters of the SDSM Social Democratic Alliance of Macedonia presidential candidate, Branko Crvenkovski, celebrated the victory of the candidate in the centre of Skopje late Wednesday 28 April.",yes,,no,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,"As the incumbent, Crvenkovski, had decided to run for the post of president, his victory in the presidential election forced a change in the PM, who is coded as incumbent.",no,,no,,no,,Crvenkovski,,Radmila Sekerinska,"Coded by Goemans as the leader during the transition period after Crvenkovski's resignation and before Hari Kostov's confirmation as PM, she had a high position in the ruling party.",yes,OSCE,yes,,yes,"Skopje, 29 April: The second round of the presidential election in Macedonia on 28 April was generally consistent with OSCE election-related commitments and other international standards for democratic elections However, election day was marre",no,,no,,yes,,no,,no,"THE United States has recognised the former Yugoslav republic of Macedonia as Macedonia , the name strongly rejected by neighbour Greece for the past 13 years, President Branko Crvenkovski said yesterday. (November 5, 2004) (Global News Wire -",yes,,"eu, nato, un",,no,,no,,no,,no,
MAC,343,Macedonia (FYROM),343-2004-0414-P2,2004,428,Executive,Second Round,no,,no,,yes,,yes,,yes,,yes,"early, due to the death of Pres. Trajkovski in a plane crash.",N/A,,N/A,,no,,no,,unclear,Albanian allegations of possible unfairness were made (PDA party).,unclear,,no,,no,,no,,no,,no,"Growth barely recovered in 2002 to 0.9%, then rose to 2.8% in 2003. Unemployment at one-third of the workforce remains the most critical economic problem. The gray economy is estimated at around 40% of GDP. Politically, the country is more stab",no,,yes,,no,,N/A,"These elections were not for the post of the incumbent (PM), but Crvenkovski did decide to run in the elections for president, a victory for Crvenkovski would result in a change in the incumbent.",N/A,,N/A,,yes,"The elections were held over two rounds on April 14 and April 28 and resulted in victory for Branko Crvenkovski, who had served as Prime Minister since November 2002 [see p. 45110] and was leader of the ruling Social Democratic Alliance for Macedonia",yes,,yes,"Four candidates -- two Macedonians and two ethnic Albanians -- will take part in Macedonia's presidential race on Wednesday to succeed Boris Trajkovski, whose tragic death in a plane crash in February has deeply shaken the country. ",yes,,yes,"Following the second round of voting on April 28, leaders of the opposition conservative VMRO-DPMNE called for election officials to annul the vote, claiming that turnout had not been above the 50 per cent mark required to validate an election.",yes,"Skopje, 29 April: Supporters of the SDSM Social Democratic Alliance of Macedonia presidential candidate, Branko Crvenkovski, celebrated the victory of the candidate in the centre of Skopje late Wednesday 28 April.",yes,,no,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,"As the incumbent, Crvenkovski, had decided to run for the post of president, his victory in the presidential election forced a change in the PM, who is coded as incumbent.",no,,no,,no,,Crvenkovski,,Radmila Sekerinska,"Coded by Goemans as the leader during the transition period after Crvenkovski's resignation and before Hari Kostov's confirmation as PM, she had a high position in the ruling party.",yes,OSCE,yes,,yes,"Skopje, 29 April: The second round of the presidential election in Macedonia on 28 April was generally consistent with OSCE election-related commitments and other international standards for democratic elections.",no,,no,,yes,,no,,no,"THE United States has recognised the former Yugoslav republic of Macedonia as Macedonia , the name strongly rejected by neighbour Greece for the past 13 years, President Branko Crvenkovski said yesterday. (November 5, 2004) (Global News Wire -",yes,,"eu, nato, un",,no,,no,,no,,no,
MAC,343,Macedonia (FYROM),343-2006-0705-L1,2006,705,Legislative/Parliamentary,Ruling Social Democratic Alliance for Macedonia loses to opposition conservative Internal Macedonian Revolutionary Organisation-Democratic Party for Macedonian National Unity (VMRO-DPMNE) which won 45 seats in the 120-member Sobranje,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,yes,,yes,,no,,no,,no,,no,,no,,no,,yes,,yes,,yes,,N/A,,N/A,,yes,Social Democratic Alliance for Macedonia loses to opposition conservative Internal Macedonian Revolutionary Organisation-Democratic Party for Macedonian National Unity (VMRO-DPMNE) which won 45 seats in the 120-member Sobranje,no,,N/A,,yes,The Opposition conservative Internal Macedonian Revolutionary Organisation-Democratic Party for Macedonian National Unity (VMRO-DPMNE)\ won 45 seats in the 120-member Sobranje and became the new majority party,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,vlado buckovski,,nikola gruevski,,yes,,yes,,no,,no,,no,,yes,,no,,yes,USA pleased that elections went smoothly,yes,,"eu, un, nato, usa",,no,,yes,International community pleased with the outcome,no,,no,
MAC,343,Macedonia (FYROM),343-2008-0601-L1,2008,601,Legislative/Parliamentary,"Legislative elections won by the For a Better Macedonia (ZpM) coalition, but which involved major election-day violence and as a result set back Macedonia's bid to join the EU",no,,no,,yes,,yes,,yes,,yes,Elections held early after Greece vetoed Macedonia's bid to join NATO,no,,no,Head of the executive is the Prime Minister (though a President also exists); no term limit,no,,no,,no,,no,"Incumbent not confident of victory, but was shown leading in opinion polls",no,,no,,no,,no,Media is highly divided along ethnic lines,yes,Macedonia's economy grew steadily from 2003-2008,no,,yes,"Macedonia has been heavily supported by EU aid, particularly for regional development and transition assistance",yes,,yes,,N/A,,N/A,,no,,yes,,yes,The ruling party was in the lead with 31.3% in public opinion polls shortly before election,no,The ruling coalition gained a number of seats in these elections,N/A,"After elections, Macedonia remained relatively calm; however, the lead-up to elections was fairly tense",no,,N/A,,N/A,,no,,yes,One person shot and killed; nine wounded on election day,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Gruevski,,Gruevski,,yes,,yes,OSCE and EU send election monitors,no,"No significant vote fraud, but OSCE and other monitors noted that acts of violence in ethnically Albanian areas made it difficult for some to vote; as a result, the election was re-run in 187 polling stations on June 15 and  a further 15 polling stations on June 29. ",no,,no,,yes,,no,,no,,yes,,"EU, NATO",,yes,Macedonia's bid to enter the EU and NATO were set back due to election-day violence,no,,no,,no,
MAC,343,Macedonia (FYROM),343-2009-0322-P1,2009,322,Executive,Peaceful presidential polls resulting in the victory of Gjorgje Ivanov of the VMRO-DPMNE party,no,,no,,yes,,yes,,yes,,no,,N/A,"The incumbent is coded as the Prime Minister, who acts as head of the executive although the President is head of state",N/A,Head of the executive is the Prime Minister,N/A,,no,,no,,no,"Incumbent not confident of victory, but was shown leading in opinion polls",no,,no,,no,,no,Media is highly divided on ethnic lines,no, because of Macedonia's relative isolation from the rest of the financial world.,no,,yes,"Macedonia has been heavily supported by EU aid, particularly for regional development and transition assistance",no,Head of the executive is the Prime Minister,N/A,,N/A,,N/A,,no,,yes,,yes,"Ivanov, the lead candidate, was from the ruling part",no,,N/A,Elections much more peaceful than 2008 legislative elections,no,,N/A,,N/A,,no,,no,Elections much more peaceful than 2008 legislative elections,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Gruevski,,Gruevski,,yes,,yes,OSCE sent election monitors,no,,no,,no,,yes,,no,,no,,yes,,"EU, NATO",,no,,yes,Lack of violence aided Macedonia's NATO and EU bids,no,,no,
MAC,343,Macedonia (FYROM),343-2009-0322-P2,2009,405,Executive,Second round of presidential polls resulting in the victory of Gjorgje Ivanov of the VMRO-DPMNE party,no,,no,,yes,,yes,,yes,,no,,N/A,"The incumbent is coded as the Prime Minister, who acts as head of the executive although the President is head of state",N/A,Head of the executive is the Prime Minister,N/A,,no,,no,,no,"Incumbent not confident of victory, but was shown leading in opinion polls",no,,no,,no,,no,Media is highly divided on ethnic lines,no, because of Macedonia's relative isolation from the rest of the financial world.,no,,yes,"Macedonia has been heavily supported by EU aid, particularly for regional development and transition assistance",no,Head of the executive is the Prime Minister,N/A,,N/A,,N/A,,no,,yes,,yes,"Ivanov, the winner of the election, was from the ruling party",no,"Ivanov, the winner of the election, was from the ruling party",N/A,Elections much more peaceful than 2008 legislative elections,no,,N/A,,N/A,,no,,no,Elections much more peaceful than 2008 legislative elections,no,Elections favorable because winning candidate was from the ruling parliamentary party and therefore the Prime Minister's party,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Gruevski,"Leader coded as Prime Minister, rather than President",Gruevksi,,yes,,yes,OSCE sent election monitors,no,,no,,no,,yes,,no,,no,,yes,,"EU, NATO",,no,,yes,Lack of violence aided Macedonia's NATO and EU bids,no,,no,
MAC,343,Macedonia (FYROM),343-2011-0605-L1,2011,605,Legislative/Parliamentary,"Nikola Gruevski, the prime minister of the Former Yugoslav Republic of Macedonia, and his VMRO party won early parliamentary elections. ",no,,no,,yes,,yes,,yes,,yes,"The SDSM walked out of Parliament in January, protesting a 2010 raid on the offices of a private TV company. The powerful media group led by Velij Aramkovski was targeted officially for tax evasion, but unofficially for being critical of the government given that tax fraud is commonplace in Macedonia. Gruevski dissolved Parliament for early elections in a bid to catch the SDSM by surprise.",no,,no,,no,,no,,no,,yes,,no,,no,,no,,no,,no,,yes,The elections took place in the context of a political crisis but also 30% unemployment and low GDP growth of about 1.8%.,yes,,yes,,yes,,N/A,,no,,no,,yes,,yes,,yes,"The VMRO-led coalition won 39.3 percent of the votes, giving it 55 seats in the 123-seat assembly, less than the 63 seats it controlled after the 2008 regular general elections, DPA said.�The opposition Social Democratic Union, known as SDSM, won 33 percent and will have 43 lawmakers in parliament, an increase from 27 seats the party controlled after the 2008 elections.",no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Gruevski,,Gruevski,,yes,,yes,,no,,no,,no,,yes,,no,,no,,yes,,"United Nations, Organization for Security and Cooperation in Europe, Adriatic Charter, International Monetary Fund, World Bank, and World Trade Organization.",,no,,no,,no,,no,
MAC,343,Macedonia (FYROM),343-2014-0413-P1,2014,413,Executive,,no,,no,,yes,,yes,,yes,,yes,Elections were held early.,N/A,,N/A,,N/A,,no,,yes,OSCE observers noted concerns about intimidation and voting lists.,unclear,,no,,yes,,yes,There were reports of intimidation.,yes,,yes,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,This was the first round.,yes,,yes,,N/A,This was the first round.,yes,The main opposition party refused to acknowledge the results.,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Nikola Gruevski,,Nikola Gruevski,,yes,OSCE observers were present.,yes,OSCE observers noticed some irregularities but considered the election credible.,no,,no,,no,,yes,,no,,no,,yes,,EU,,no,,no,,no,,no,
MAC,343,Macedonia (FYROM),343-2014-0413-P2,2014,427,Executive,,no,,no,,yes,,yes,,yes,,yes,Elections were held early.,N/A,,N/A,,N/A,,no,,yes,OSCE observers noted concerns about intimidation and voting lists.,unclear,,no,,yes,,yes,There were reports of voter intimidation.,yes,,yes,,no,,no,,no,,N/A,,N/A,,N/A,,no,,yes,,yes,,no,,yes,The main opposition party refused to acknowledge the results of the election.,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Nikola Gruevski,,Nikola Gruevski,,yes,,yes,OSCE observers were present.,no,"While OSCE observers noticed some irregularities, they considered the election credible.",no,,no,,yes,,no,,no,,yes,,EU,,no,,no,,no,,no,
MAC,343,Macedonia (FYROM),343-2014-0427-L1,2014,421,Legislative/Parliamentary,,no,,no,,yes,,yes,,yes,,yes,Elections were held early.,no,,no,,no,,no,,yes,OSCE observers noted concerns about intimidation and the accuracy of voting lists.,unclear,,no,,yes,,yes,There were reports of intimidation.,yes,,yes,,no,,no,,yes,,yes,,N/A,,N/A,,no,,yes,,yes,,no,,yes,The main opposition party refused to acknowledge the results.,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Nikola Gruevski,,Nikola Gruevski,,yes,,yes,OSCE monitors were present.,no,Monitors noted some irregularities but considered the election credible.,no,,no,,yes,,no,,no,,yes,,EU,,no,,no,,no,,no,
CRO,344,Croatia,344-1992-0802-L1,1992,802,Legislative/Parliamentary,The elections were for the Chamber of Representatives only,yes,These were the first elections post-independence,yes,,yes,,yes,,yes,,N/A,,N/A,,N/A,,no,,no,,yes,The country was recovering from a bout of civil war and the elections were very disorganized,yes,,no,,no,,no,,yes,,no,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,"In the legislative elections, preliminary results carried by Tanjug gave the HDZ 42.6 per cent of the vote, the HSLS 17.7 per cent, the HNS 6.9 per cent and the HSP 6.4 per cent. ",yes,"Opinion polls suggested that President Franjo Tudjman, who led Croatia to independence after taking over from the Communists in April 1990, was likely to be re-elected president; and his centre-right Croatian Democratic Union (HDZ) appeared likely to win the vote, as well.",yes,,no,,yes,"At a press conference on Aug. 3, the HSP chairman accused the ruling party of rigging the elections, and of manipulating the national media.�(Keesing's)",no,,N/A,,N/A,,no,,yes,Civil war effectively began in Croatia July 1991,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Tudjman,,Tudjman,,yes,,yes,Council of Europe,no,,no,,no,,yes,"President Bush said in a statement, April 8, 1992, that he would move immediately to establish diplomatic relations with Bosnia and Herzegovina, Croatia and Slovenia, the three republics that have been recognized by the European Community.",no,,no,,yes,,un,UN Protection Force (UNPROFOR) active in force in Croatia.,no,,no,,no,,no,
CRO,344,Croatia,344-1992-0802-P1,1992,802,Executive,,yes,These were the first elections post-independence,yes,,yes,,yes,,yes,,N/A,,no,,no,,no,,no,,yes,The country was recovering from a bout of civil war and the elections were very disorganized,yes,,no,,yes,,no,,yes,,no,,yes,,yes,,yes,,yes,,N/A,,N/A,,no,,yes,"Opinion polls suggested that President Franjo Tudjman, who led Croatia to independence after taking over from the Communists in April 1990, was likely to be re-elected president; and his centre-right Croatian Democratic Union (HDZ) appeared likely to win the vote, as well.",yes,,no,,yes,"At a press conference on Aug. 3, the HSP chairman accused the ruling party of rigging the elections, and of manipulating the national media.�(Keesing's)",no,,N/A,,N/A,,no,,yes,Civil war effectively began in Croatia July 1991,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Tudjman,,Tudjman,,yes,,yes,,no,,no,,no,,yes,"President Bush said in a statement, April 8, 1992, that he would move immediately to establish diplomatic relations with Bosnia and Herzegovina, Croatia and Slovenia, the three republics that have been recognized by the European Community.",no,,no,,yes,,UN,UN Protection Force (UNPROFOR) active in force in Croatia.,no,,no,,no,,no,
